StationCast,320,340,380,395,412,443,465,490,510,532,555,560,625,665,670,683,710,780
780-1 71,0.00016158,0.0002398,0.00047144,0.00063058,0.00079758,0.00125726,0.00168424,0.0020985,0.0018947,0.00179979,0.00162205,0.00151847,0.0004435,0.00027816,0.00026534,0.00025707,0.00014445,0.00002202
695 73,0.00000015,0.00000006,0.00014204,0.00275881,0.0037637,0.0066233,0.00909929,0.01172196,0.0135252,0.01600099,0.01904363,0.0190906,0.02099825,0.01998108,0.01991263,0.02094133,0.01657792,0.00544077
695 74,0.42517028,0.00034392,0.00200682,0.00206647,0.00412361,0.00870018,0.01255125,0.01260042,0.01545329,0.01875561,0.02252918,0.02297945,0.02291562,0.02227303,0.02240246,0.02427728,0.01884382,0.00732742
694 77,0.00000185,0.00014496,0.00094781,0.00153018,0.00218791,0.0040536,0.0057095,0.00783082,0.00923105,0.01105131,0.01320061,0.0131876,0.01273654,0.01103372,0.01075197,0.01105143,0.00777214,0.00187364
694 78,0.00000128,0.00007517,0.00087573,0.00145446,0.00218649,0.00429666,0.00617263,0.00862188,0.01028385,0.0124177,0.01489177,0.0148831,0.01457189,0.01269512,0.01235423,0.01269747,0.00894576,0.0020043
694 79,0.0000016,0.00002019,0.00050384,0.00172674,0.00254104,0.00452006,0.00627658,0.00882865,0.01028771,0.01227149,0.01454273,0.0145288,0.0144893,0.01257492,0.0122148,0.01252165,0.00906636,0.0021319
694 80,0.00000305,0.00037017,0.00096909,0.00170007,0.00239508,0.00448656,0.00629417,0.00891002,0.01054879,0.0124816,0.01495646,0.01495816,0.01473238,0.01284123,0.01247267,0.01279935,0.00925652,0.00235614
694 81,0.00000018,0.00009397,0.00088984,0.00152273,0.00219672,0.00418534,0.00592731,0.00827406,0.00976675,0.01171784,0.01400314,0.01398045,0.01378787,0.01198787,0.01163334,0.01194828,0.0085425,0.00200026
694 82,0.00000531,0.00022425,0.00087216,0.00161668,0.00225571,0.00415482,0.00580555,0.00835725,0.00981423,0.01166598,0.01389061,0.01381274,0.01381267,0.01192584,0.01154474,0.01169854,0.0085077,0.00199051
697 83,0.00000004,0.00000005,0.00000038,0.00000026,0.00043704,0.00324202,0.00410678,0.00390037,0.00502708,0.00665934,0.00872174,0.00959673,0.01080293,0.0125322,0.01303464,0.0152109,0.01355598,0.00985224
697 84,0.00000116,0.00000009,0.00000094,0.00000067,0.00000259,0.00408535,0.01051896,0.00821133,0.00827403,0.00959073,0.01126612,0.01142662,0.01632659,0.01690213,0.01655656,0.01778576,0.01873455,0.01274728
697 86,0.00000008,0.00000002,0.00000009,0.0000017,0.00030575,0.00241681,0.00481663,0.00687837,0.00754155,0.00883689,0.01062398,0.01096004,0.01427707,0.01495394,0.01486087,0.01642232,0.01693363,0.01142894
697 87,0.0000001,0.00000007,0.00000083,0.00000066,0.00001151,0.00212127,0.00374416,0.00777606,0.0081527,0.00939611,0.01117065,0.01116967,0.01579792,0.0165913,0.0162666,0.01779314,0.01851332,0.0129149
696 92,0.00000009,0.00000011,0.00000357,0.00000217,0.00107876,0.00662202,0.00913314,0.01507129,0.01577759,0.01744605,0.01986621,0.01937191,0.02884074,0.02961655,0.02901891,0.03150879,0.03165536,0.01995218
691 93,0.00013757,0.00021737,0.00042229,0.00054893,0.00067444,0.0010051,0.00133295,0.0017129,0.00164646,0.00163975,0.00153122,0.00144312,0.00048267,0.00030935,0.0002978,0.00029543,0.00016461,0.00002623
691 94,0.00013609,0.00021396,0.00041124,0.00052972,0.00065027,0.00097272,0.00129574,0.00166582,0.00160619,0.00159815,0.00149534,0.0014066,0.00041635,0.00025733,0.00024814,0.00024478,0.00012548,0.00001588
691 95,0.00012617,0.00021898,0.00042596,0.00054587,0.0006723,0.00100263,0.00133395,0.0017111,0.00165867,0.00166182,0.00156259,0.00147231,0.00042898,0.0002651,0.00025645,0.00025459,0.00012844,0.00001573
693 96,0.0001154,0.00035967,0.00109453,0.00158587,0.00222378,0.00396032,0.00552995,0.00740863,0.00860696,0.01011688,0.01171485,0.01157726,0.00782924,0.00595254,0.00576353,0.00584912,0.00347856,0.00069631
693 97,0.00002126,0.0003728,0.00101746,0.00151822,0.00212835,0.00383222,0.00536098,0.00725197,0.00848097,0.01001454,0.01161622,0.0115345,0.00800668,0.00614727,0.00594214,0.00602003,0.00357223,0.0006887
693 98,0.00008518,0.0003887,0.00090509,0.00141828,0.00199073,0.00361204,0.00508161,0.00694612,0.00815786,0.00964102,0.01125421,0.01114615,0.00778238,0.00597429,0.00577032,0.00583823,0.00346938,0.00066685
345-1 99,0.00172209,0.00234515,0.0035818,0.00400304,0.00417216,0.00434947,0.00447107,0.00401136,0.00250808,0.00186094,0.00132567,0.00118612,0.00023511,0.00014327,0.00014227,0.00015021,0.0000799,0.00001571
345-1 100,0.00170371,0.00233283,0.00357508,0.00399284,0.0041669,0.0043485,0.004471,0.00400977,0.00248911,0.00184302,0.00130627,0.00116237,0.00019511,0.0001081,0.00010521,0.0001062,0.00004881,0.00000646
345-1 101,0.00167699,0.00229111,0.00350263,0.00391216,0.00407296,0.00424036,0.00435863,0.00391731,0.00244483,0.00181737,0.00129898,0.00115793,0.00025913,0.00016329,0.00015742,0.00015818,0.00009865,0.00001819
345-2 102,0.00220674,0.00287583,0.00420233,0.00465676,0.00487759,0.00510624,0.00526657,0.00479513,0.00319367,0.00253668,0.00201061,0.00186252,0.00080973,0.00069658,0.00069513,0.00070293,0.00049542,0.00006679
345-2 103,0.00175356,0.00239919,0.00369323,0.00417083,0.00435605,0.0045443,0.00464166,0.00419552,0.00262983,0.00196382,0.00141389,0.00126357,0.00025267,0.00015461,0.00015041,0.00015491,0.00008664,0.0000152
345-2 104,0.00172455,0.00236186,0.00361649,0.00406347,0.00425285,0.00445961,0.00458019,0.00414556,0.00261694,0.0019684,0.00143494,0.00128871,0.00031176,0.00021322,0.00020734,0.00021102,0.00014077,0.0000301
398 105,0.00000168,0.00052362,0.00114444,0.00173148,0.00253685,0.00489476,0.00695896,0.00947679,0.01125957,0.01356961,0.01627647,0.0163397,0.01622716,0.01425699,0.01400549,0.01461551,0.01085807,0.00272205
398 106,0.00000082,0.00026353,0.00104649,0.00173323,0.00252484,0.00489006,0.00694769,0.00944493,0.01123153,0.013554,0.01624289,0.01631066,0.01611185,0.01407344,0.01379165,0.01436007,0.01052132,0.00251904
398 107,0.00000062,0.00003144,0.00097603,0.00173104,0.00259258,0.00503232,0.00717646,0.00986723,0.0117504,0.01421619,0.01705061,0.01714687,0.01757253,0.01542042,0.01503739,0.01574087,0.01205372,0.00301319
398 108,0.00000297,0.00027695,0.0011131,0.00196562,0.00284078,0.00534001,0.00751463,0.01032488,0.01219181,0.0146807,0.01755635,0.01760502,0.01803901,0.01562347,0.01530231,0.01600901,0.01221085,0.00300028
398 109,0.00000175,0.00007093,0.00112562,0.0019796,0.00283678,0.00529953,0.00745116,0.00994201,0.01179087,0.01424633,0.01696491,0.01713002,0.01713522,0.01484174,0.01455465,0.01526785,0.0115608,0.00290955
397 110,0.00000485,0.00007215,0.00083185,0.00125311,0.0017975,0.00332624,0.00477483,0.00669332,0.00801487,0.00970755,0.01146929,0.01142767,0.00813954,0.00613559,0.00592474,0.00603494,0.00361979,0.00057822
397 111,0.00001084,0.00013373,0.00075645,0.0012112,0.00172669,0.00319559,0.0045665,0.00638858,0.0076291,0.00924638,0.01086943,0.01082881,0.00776104,0.00585246,0.00564957,0.00576935,0.00349662,0.00058401
397 112,0.00001998,0.0002125,0.00075927,0.00117373,0.00168239,0.00312641,0.00447991,0.00628198,0.0075279,0.0091738,0.01079063,0.01074443,0.00766435,0.00574953,0.00555422,0.00568198,0.00341439,0.00059786
396 113,0.00005926,0.00014628,0.00045865,0.00072364,0.00101556,0.00186031,0.00269967,0.00391418,0.00471152,0.00573278,0.00680284,0.00681065,0.00408047,0.00295312,0.00283184,0.00289715,0.00168707,0.00031832
396 114,0.00000521,0.00004867,0.0004454,0.00068843,0.00097473,0.00180434,0.00263061,0.00382007,0.00461205,0.00565216,0.00670036,0.0067126,0.00400796,0.00289012,0.00277428,0.00284042,0.00164429,0.00023035
396 115,0.000004,0.00007346,0.0004251,0.00066227,0.00094148,0.00176006,0.0025759,0.00375977,0.00454756,0.00558763,0.00662642,0.00664512,0.00393433,0.00282376,0.00270663,0.00276086,0.0016013,0.00026402
395 116,0.00008573,0.00014044,0.00044579,0.0006759,0.00095581,0.00175271,0.00254825,0.00361242,0.00430061,0.00516246,0.00604301,0.00603177,0.00315891,0.00226276,0.0021755,0.00222658,0.00124609,0.00021499
395 117,0.00008984,0.00013324,0.00040276,0.00061175,0.00085332,0.00155248,0.00224781,0.00322901,0.00385395,0.0046544,0.00546661,0.00547146,0.00276608,0.00195485,0.00188467,0.00192494,0.00106409,0.00019224
395 118,0.00003811,0.00013259,0.00037979,0.00057918,0.00081149,0.0014934,0.00217816,0.00314979,0.00376124,0.00454872,0.00534591,0.0053453,0.00268518,0.00188628,0.0018153,0.00183718,0.00101053,0.00016962
395 119,0.00000974,0.00007632,0.00038548,0.00058424,0.00083092,0.00154979,0.00227167,0.0032847,0.00395494,0.0048242,0.00569447,0.00570539,0.00283274,0.00198034,0.00190603,0.00192374,0.00103774,0.00016033
395 120,0.00002998,0.00011967,0.0003992,0.00058921,0.00083278,0.0015412,0.00225381,0.00325914,0.00393235,0.00481607,0.00571339,0.00572355,0.00280726,0.0019644,0.0018928,0.00191593,0.00103601,0.00016456
540-1 121,0.00126497,0.0016949,0.00273132,0.0034124,0.00371589,0.00411783,0.00426995,0.00386628,0.00242087,0.0017998,0.00128749,0.00115149,0.00020954,0.00011553,0.00011005,0.00010472,0.00005208,0.00000525
540-1 122,0.00130658,0.00173819,0.00279381,0.00349356,0.00377888,0.00418698,0.00435087,0.00392774,0.00247421,0.00184764,0.00132496,0.00118619,0.00021736,0.00011966,0.0001144,0.00010963,0.0000537,0.00000538
540-1 123,0.00130942,0.00174081,0.0028086,0.00348764,0.00379641,0.00420973,0.00437991,0.0039507,0.00248504,0.00185762,0.00133296,0.00119259,0.00021773,0.00011964,0.00011468,0.00011096,0.00005312,0.00000542
430-1 125,0.00166803,0.00225037,0.00336194,0.00385535,0.00403173,0.00426835,0.00436348,0.00390852,0.00243878,0.00180318,0.00128451,0.00114895,0.00027849,0.0001833,0.00017435,0.00016957,0.00011888,0.00002055
430-1 126,0.0016902,0.00228618,0.00342682,0.00393175,0.00411256,0.00435075,0.00444231,0.00396618,0.00245819,0.00180406,0.00127081,0.00113135,0.00019236,0.00010272,0.00009754,0.00009141,0.0000454,0.00000496
430-1 127,0.00167117,0.00225699,0.00338559,0.00387801,0.00405306,0.00429037,0.00438316,0.00391614,0.00243115,0.00178883,0.00126321,0.00112403,0.00019881,0.00010822,0.00010275,0.0000964,0.00004955,0.00000636
460-1 128,0.00105048,0.00138791,0.00222783,0.00278211,0.00309224,0.00351408,0.00372248,0.00345384,0.00222659,0.00168777,0.00123687,0.00110973,0.00023893,0.00014216,0.00013388,0.00012504,0.00007599,0.00001057
460-1 129,0.00104633,0.00137994,0.00221272,0.00276847,0.00306869,0.0034814,0.00368463,0.00342405,0.00219769,0.00165973,0.00121209,0.00108496,0.00022029,0.00012445,0.0001165,0.00010695,0.00005947,0.00000626
460-1 130,0.00101201,0.00134449,0.00220028,0.00276293,0.00308416,0.00353393,0.00374238,0.0034764,0.00223064,0.00168225,0.00122708,0.00109697,0.00021015,0.00011695,0.00011009,0.00010137,0.00005146,0.00000477
135-1 132,0.00143281,0.00195875,0.00304001,0.00344123,0.00365752,0.00395667,0.0041581,0.00393462,0.00262108,0.00205822,0.00152721,0.00138246,0.000259,0.00015167,0.00014632,0.0001418,0.00006977,0.00000686
135-1 133,0.00144087,0.00197143,0.00307658,0.00349424,0.00371333,0.00402119,0.00423341,0.00399955,0.00265921,0.00207603,0.00153631,0.00138132,0.00024801,0.00014133,0.00013648,0.00013221,0.00006211,0.00000522
135-1 134,0.00143802,0.00197324,0.00309405,0.00350731,0.0037391,0.00407306,0.00429431,0.00404872,0.00269728,0.00211325,0.00156214,0.00141028,0.00026369,0.00015248,0.00014909,0.00015009,0.00006876,0.00000762
135-2 135,0.00144727,0.00195612,0.00296642,0.00332967,0.00354661,0.00383574,0.00404186,0.0037009,0.00237413,0.00179978,0.0013156,0.00118152,0.00022966,0.00013809,0.00013478,0.0001311,0.00006493,0.00000525
135-2 136,0.0014683,0.00201168,0.00308986,0.00346915,0.00369416,0.0039852,0.00415942,0.00381981,0.00245481,0.00186695,0.00135786,0.00121047,0.00022194,0.00012544,0.00012043,0.00011376,0.00005567,0.0000071
135-2 137,0.00144474,0.00197272,0.00301707,0.00339408,0.00361461,0.00391545,0.00410216,0.0037718,0.00241503,0.00183647,0.0013322,0.00118829,0.00020825,0.00011789,0.0001136,0.00010702,0.00005043,0.00000377
135-2 138,0.00149809,0.00200683,0.00298217,0.00331591,0.00350953,0.00375307,0.00392113,0.00358383,0.00230789,0.00175673,0.0012844,0.00115124,0.00021638,0.00012441,0.00012077,0.00011436,0.00005453,0.00000507
135-2 139,0.00148072,0.0020095,0.00305885,0.00345221,0.00368382,0.00400609,0.00419575,0.00386161,0.00247264,0.00188667,0.00136497,0.00121751,0.00023199,0.00013269,0.00012778,0.00012178,0.00005691,0.00000668
135-2 140,0.00152672,0.00205223,0.00306344,0.00342395,0.00363117,0.00392648,0.00411694,0.00377301,0.00242052,0.00184541,0.00134267,0.00119769,0.00023469,0.00013805,0.00013281,0.00012607,0.00006437,0.00000683
135-2 141,0.00159597,0.00219047,0.00330675,0.00367719,0.00390142,0.00421343,0.00440721,0.00402899,0.0026037,0.00200122,0.00146416,0.00131047,0.00024224,0.00014082,0.00013663,0.00013117,0.00005893,0.00000469
235-1 142,0.00151459,0.00202458,0.00309753,0.00353678,0.00374294,0.0040395,0.00424084,0.00394879,0.00262703,0.00203274,0.00150312,0.0013529,0.00030346,0.00019756,0.00019307,0.00019267,0.0001193,0.00001552
235-1 143,0.00146382,0.00197422,0.00306754,0.00353253,0.00374242,0.00405158,0.00426041,0.00397949,0.00260351,0.00199292,0.00144523,0.00128797,0.00022822,0.00012858,0.0001239,0.00012046,0.00005897,0.00000673
235-1 144,0.00167664,0.00224004,0.00338431,0.00386189,0.00408723,0.00440984,0.00464235,0.0043796,0.00296224,0.00234373,0.0018028,0.00163022,0.00049768,0.00034999,0.00033667,0.0003312,0.00020058,0.00001888
235-2 145,0.00145468,0.00194965,0.00294841,0.00332656,0.00353599,0.00379804,0.0039704,0.00368332,0.00243017,0.0018769,0.0013901,0.00124571,0.0002657,0.00017399,0.00017126,0.00016996,0.00009767,0.00001423
235-2 146,0.00139593,0.00187492,0.00284805,0.00320708,0.00339519,0.00362812,0.00378699,0.00350771,0.00228784,0.00174855,0.00127826,0.00113906,0.00020416,0.00011849,0.00011576,0.00011237,0.00005479,0.00000737
235-2 147,0.00141077,0.00190277,0.00288431,0.00325434,0.00343576,0.00366618,0.00382583,0.00353775,0.00230816,0.00176765,0.00129083,0.00114913,0.00020397,0.00011629,0.00011256,0.00010793,0.00005231,0.00000531
235-2 148,0.00143093,0.00193282,0.00296641,0.00336118,0.00357244,0.00384099,0.00402029,0.00371913,0.00242271,0.00185116,0.00135381,0.00120988,0.00021603,0.00012699,0.00012451,0.00012137,0.00005984,0.00000762
